wikidata_id,instance_of,admin_unit,coordinates,population,subdivisions,area,capital,flag_info,flag_image,coat_of_arms_info,coat_of_arms_image,map_image,insignia,postal_code,inception,abolition,partner_cities,gnd,geonames_id,openstreetmap_rel_id,openstreetmap_node_id,label_de,label_en,label_fr,desc_de,desc_en,desc_fr,sitelink_de,sitelink_en,sitelink_fr,bundesland
Q1803261,Q106658,Q985,Point(7.91667 48.5833),,NULL,310,Q15979,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Kehl.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-KEL.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,6147974,NULL,Landkreis Kehl,NULL,arrondissement de Kehl,ehemaliger Landkreis in Baden-Württemberg,NULL,NULL,https://de.wikipedia.org/wiki/Landkreis_Kehl,NULL,NULL,Baden-Württemberg
Q1803284,Q106658,Q985,Point(7.83333 48.3333),,NULL,445,Q7039,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Lahr.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-LR.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,6150131,NULL,Landkreis Lahr,Landkreis Lahr,arrondissement de Lahr,ehemaliger Landkreis in Baden-Württemberg,NULL,NULL,https://de.wikipedia.org/wiki/Landkreis_Lahr,NULL,NULL,Baden-Württemberg
Q1803298,Q106658,Q985,Point(9.0 48.8333),,NULL,290,Q7010,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Leonberg.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-LEO.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Leonberg,Leonberg,arrondissement de Leonberg,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Leonberg,NULL,NULL,Baden-Württemberg
Q1803318,Q106658,Q985,Point(8.58333 49.5),,NULL,313,Q2119,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Mannheim.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-MA.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Mannheim,Mannheim,arrondissement de Mannheim,ehemaliger Landkreis in Baden-Württemberg,Germany: Landkreis,NULL,https://de.wikipedia.org/wiki/Landkreis_Mannheim,NULL,NULL,Baden-Württemberg
Q1803332,Q106658,Q8517,Point(9.83333 49.4167),,NULL,474,Q61942,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Mergentheim.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-MGH.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4100840-6,NULL,NULL,NULL,Landkreis Mergentheim,Mergentheim,arrondissement de Mergentheim,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Mergentheim,NULL,NULL,Baden-Württemberg
Q1803340,Q106658,Q985,Point(9.08333 49.3333),,NULL,454,Q23008,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Mosbach.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-MOS.png,NULL,NULL,1939-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4040317-8,NULL,NULL,NULL,Landkreis Mosbach,Landkreis Mosbach,arrondissement de Mosbach,"1939 gemäß Gesetz über die Landkreisselbstverwaltung in Baden gebildeter, ehemaliger Landkreis in Baden-Württemberg, bestünde er noch heute, läge er im Regierungsbezirk Karlsruhe",NULL,NULL,https://de.wikipedia.org/wiki/Landkreis_Mosbach,NULL,NULL,Baden-Württemberg
Q1803382,Q106658,Q985,Point(8.66667 48.9167),,NULL,279,Q3046,NULL,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-PF.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Pforzheim,NULL,arrondissement de Pforzheim,ehemaliger Landkreis in Baden-Württemberg,NULL,NULL,https://de.wikipedia.org/wiki/Landkreis_Pforzheim,NULL,NULL,Baden-Württemberg
Q1803436,Q106658,Q8170,Point(9.5 48.08333333),,NULL,743,Q83190,NULL,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-SLG.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4051821-8,NULL,NULL,NULL,Landkreis Saulgau,Saulgau,arrondissement de Saulgau,ehemaliger Landkreis in Deutschland,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Saulgau,NULL,NULL,Baden-Württemberg
Q1803462,Q106658,Q985,Point(8.91667 49.1667),,NULL,529,Q14950,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Sinsheim.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-SNH.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4055124-6,NULL,NULL,NULL,Landkreis Sinsheim,Sinsheim,arrondissement de Sinsheim,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Sinsheim,NULL,NULL,Baden-Württemberg
Q1803515,Q106658,Q985,Point(8.91667 48.9167),,NULL,385,Q61928,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Vaihingen.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-VAI.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Vaihingen,Vaihingen,arrondissement de Vaihingen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Vaihingen,NULL,NULL,Baden-Württemberg
Q1803594,Q106658,Q985,Point(9.5 49.1667),,NULL,398,Q294783,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Oehringen.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-OEHR.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Öhringen,Öhringen,arrondissement d'Öhringen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_%C3%96hringen,NULL,NULL,Baden-Württemberg
Q1345395,Q106658,Q985,Point(9.41667 48.5833),,NULL,380,Q14853,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Nuertingen.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-NT.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4222078-6,NULL,NULL,NULL,Landkreis Nürtingen,Nürtingen,arrondissement de Nürtingen,ehemaliger Landkreis in Baden-Württemberg,former rural district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_N%C3%BCrtingen,https://en.wikipedia.org/wiki/Landkreis_N%C3%BCrtingen,NULL,Baden-Württemberg
Q1397320,Q106658,Q2137698,Point(9.66667 49.6667),,NULL,777,Q61724,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Tauberbischofsheim.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-TBB.png,NULL,NULL,1938-11-28T00:00:00Z,1972-12-31T00:00:00Z,NULL,4106128-7,NULL,NULL,NULL,Landkreis Tauberbischofsheim,Tauberbischofsheim,arrondissement de Tauberbischofsheim,ehemaliger Landkreis in Baden-Württemberg,former rural district of Germany,"division administrative ancienne de Bade-Wurtemberg, en Allemagne",https://de.wikipedia.org/wiki/Landkreis_Tauberbischofsheim,NULL,NULL,Baden-Württemberg
Q1476355,Q106658,Q985,Point(9.91667 48.4167),,NULL,840,Q3012,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Landkreiswappen%20des%20Landkreises%20Alb-Donau-Kreis.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-UL.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Ulm,Ulm,arrondissement d'Ulm,ehemaliger Landkreis in Baden-Württemberg,former rural district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Ulm,NULL,NULL,Baden-Württemberg
Q1693695,Q106658,"Q130317400, Q261407, Q50407967, Q742380, Q985",Point(7.75 48.0),,NULL,658,Q2833,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Freiburg.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-FR.png,NULL,NULL,1864-01-01T00:00:00Z,1972-12-31T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Freiburg,Freiburg,arrondissement de Freiburg,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Freiburg,NULL,NULL,Baden-Württemberg
Q1727013,Q106658,Q985,Point(8.41667 48.0833),,NULL,451,Q3865,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Landkreis%20Villingen%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-VL.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Villingen,Villingen,arrondissement de Villingen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Villingen,NULL,NULL,Baden-Württemberg
Q1803049,Q106658,"Q251660 (1945-09-19T00:00:00Z - 1952-04-24T00:00:00Z), Q569871 (1938-10-01T00:00:00Z - 1945-09-18T00:00:00Z), Q985 (1952-04-25T00:00:00Z - 1972-12-31T00:00:00Z)",Point(10.1667 48.9167),,NULL,1079,Q3951,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Landkreis%20Aalen%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-AA.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Aalen,Aalen,arrondissement d'Aalen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Aalen,NULL,NULL,Baden-Württemberg
Q1803103,Q106658,"Q2137698 (1952-04-25T00:00:00Z - 1973-01-01T00:00:00Z), Q251660 (1945-09-19T00:00:00Z - 1952-04-25T00:00:00Z), Q3099311 (1933-01-01T00:00:00Z - 1945-01-01T00:00:00Z)",Point(9.41667 49.5),,NULL,820,Q179252,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Buchen.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-BCH.png,NULL,NULL,1939-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4088513-6,NULL,NULL,NULL,Landkreis Buchen,Buchen,arrondissement de Buchen,"1939 gemäß Gesetz über die Landkreisselbstverwaltung in Baden gebildeter, ehemaliger Landkreis in Baden-Württemberg, bestünde er noch heute, läge er im Regierungsbezirk Karlsruhe",former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Buchen,NULL,NULL,Baden-Württemberg
Q1803101,Q106658,Q985,Point(8.583333333 49.166666666),42427 (2014-01-02T00:00:00Z),NULL,455.96,Q7059,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Bruchsal.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-BR.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Bruchsal,Bruchsal,arrondissement de Bruchsal,ehemaliger Landkreis in Baden-Württemberg,"district in Baden-Württemberg, Germany",NULL,https://de.wikipedia.org/wiki/Landkreis_Bruchsal,https://en.wikipedia.org/wiki/Bruchsal_(district),NULL,Baden-Württemberg
Q1803221,Q106658,"Q1802308 (1864-01-01T00:00:00Z - 1946-12-02T00:00:00Z), Q261407 (1946-12-02T00:00:00Z - 1952-04-25T00:00:00Z), Q742380 (1952-04-25T00:00:00Z - 1972-12-31T00:00:00Z)",Point(8.16666667 47.91666667),,NULL,718,Q505504,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Hochschwarzwald.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-NEU.png,NULL,NULL,1939-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Hochschwarzwald,Hochschwarzwald,arrondissement de Hochschwarzwald,Landkreis in Deutschland,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Hochschwarzwald,NULL,NULL,Baden-Württemberg
Q1803457,Q106658,Q985,Point(9.83333 48.8333),,NULL,455,Q4037,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Landkreis%20Schw%C3%A4bisch%20Gm%C3%BCnd%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-GD.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4053682-8,NULL,NULL,NULL,Landkreis Schwäbisch Gmünd,Schwäbisch Gmünd,arrondissement de Schwäbisch Gmünd,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Schw%C3%A4bisch_Gm%C3%BCnd,NULL,NULL,Baden-Württemberg
Q1803521,Q106658,"Q159626 (1938-01-01T00:00:00Z - 1945-09-19T00:00:00Z), Q251660 (1945-09-19T00:00:00Z - 1952-04-25T00:00:00Z), Q985 (1952-04-25T00:00:00Z)",Point(9.41667 48.8333),,NULL,438,Q4140,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Landkreis%20Waiblingen%20COA.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-WN.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Waiblingen,Waiblingen,arrondissement de Waiblingen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Waiblingen,NULL,NULL,Baden-Württemberg
Q1803558,Q106658,"Q186320, Q985 (1952-01-01T00:00:00Z)",Point(8.16667 48.3333),,NULL,641,Q506780,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Wolfach.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-WOL.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,6150232,NULL,Landkreis Wolfach,Wolfach,arrondissement de Wolfach,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Wolfach,NULL,NULL,Baden-Württemberg
Q7166,Q20738676,Q8172,Point(9.25 49.16),"334388 (2015-12-31T00:00:00Z), 324543 (2014-01-03T00:00:00Z)","Q506050, Q506088, Q506450, Q506597, Q507113, Q507455, Q507592, Q509394, Q518048, Q518078, Q518171, Q518786, Q519972, Q519997, Q521981, Q522474, Q525720, Q534681, Q537465, Q537997, Q538011, Q539671, Q539754, Q546393, Q552214, Q1584, Q27918, Q53751, Q53803, Q53805, Q60136, Q160936, Q167823, Q333149, Q488708, Q491535, Q502408, Q502646, Q503043, Q503145, Q503220, Q503260, Q503291, Q503878, Q504447, Q504910","1099.93 (2015-12-31T00:00:00Z), 1099.95",Q715,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20Landkreis%20Heilbronn.svg,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Heilbronn.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Baden-W%C3%BCrttemberg%20HN%20%28district%29.svg,HN,NULL,NULL,NULL,NULL,4096102-3,3220743,62750,NULL,Landkreis Heilbronn,Heilbronn,arrondissement de Heilbronn,"Landkreis in Baden-Württemberg, Deutschland",district in Germany,arrondissement du Bade-Wurtemberg,https://de.wikipedia.org/wiki/Landkreis_Heilbronn,https://en.wikipedia.org/wiki/Heilbronn_(district),https://fr.wikipedia.org/wiki/Arrondissement_de_Heilbronn,Baden-Württemberg
Q8174,"Q20738676 (1972-01-01T00:00:00Z), Q618123",Q8165,Point(9.283333333 49.483333333),"143535, 141847 (2014-01-03T00:00:00Z)","Q355435, Q394217, Q503285, Q525170, Q529154, Q534257, Q534293, Q534331, Q536318, Q537696, Q537729, Q537756, Q539852, Q545231, Q552138, Q552185, Q552231, Q552240, Q552513, Q553224, Q632397, Q632421, Q705746, Q23008, Q179252, Q179762, Q244818",1126.29,Q23008,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20Neckar-Odenwald-Kreis.svg,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Neckar-Odenwald-Kreis%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Baden-W%C3%BCrttemberg%20MOS.svg,"MOS, BCH",NULL,NULL,NULL,NULL,4041524-7,3220723,62626,NULL,Neckar-Odenwald-Kreis,Neckar-Odenwald,arrondissement de Neckar-Odenwald,"Landkreis im nördlichen Baden-Württemberg, Regierungsbezirk Karlsruhe","district of Baden-Württemberg, Germany",arrondissement du Bade-Wurtemberg,https://de.wikipedia.org/wiki/Neckar-Odenwald-Kreis,https://en.wikipedia.org/wiki/Neckar-Odenwald-Kreis,https://fr.wikipedia.org/wiki/Arrondissement_de_Neckar-Odenwald,Baden-Württemberg
Q8178,Q20738676,"Q1802309, Q2137698, Q448731, Q8165",Point(8.58 49.08),"435841 (2015-12-31T00:00:00Z), 427106 (2014-01-03T00:00:00Z), 444232 (2019-10-31T00:00:00Z)","Q541161, Q542399, Q542411, Q542439, Q542470, Q542521, Q542533, Q542545, Q542576, Q542589, Q542606, Q542630, Q542659, Q7059, Q14893, Q22884, Q545164, Q550666, Q569502, Q636197, Q521524, Q520595, Q520583, Q520473, Q520414, Q504462, Q504457, Q495428, Q307399, Q306405, Q144467, Q22942","1084.95 (2015-12-31T00:00:00Z), 1084.98",Q1040,NULL,"http://commons.wikimedia.org/wiki/Special:FilePath/Vertikale%20Flagge%20Landkreis%20Karlsruhe.svg, http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20Landkreis%20Karlsruhe.svg",NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Landkreis%20Karlsruhe%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Baden-W%C3%BCrttemberg%20KA%20%28district%29.svg,KA,NULL,NULL,NULL,NULL,4029714-7,2892791,62393,240098589,Landkreis Karlsruhe,Landkreis Karlsruhe,arrondissement de Karlsruhe,Landkreis in Baden-Württemberg,"district of Baden-Württemberg, Germany",arrondissement du Bade-Wurtemberg,https://de.wikipedia.org/wiki/Landkreis_Karlsruhe,https://en.wikipedia.org/wiki/Karlsruhe_(district),https://fr.wikipedia.org/wiki/Arrondissement_de_Karlsruhe,Baden-Württemberg
