wikidata_id,instance_of,admin_unit,coordinates,population,subdivisions,area,capital,flag_info,flag_image,coat_of_arms_info,coat_of_arms_image,map_image,insignia,postal_code,inception,abolition,partner_cities,gnd,geonames_id,openstreetmap_rel_id,openstreetmap_node_id,label_de,label_en,label_fr,desc_de,desc_en,desc_fr,sitelink_de,sitelink_en,sitelink_fr,bundesland
Q1803261,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(7.91667 48.5833),,NULL,310,http://www.wikidata.org/entity/Q15979,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Kehl.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-KEL.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,6147974,NULL,Landkreis Kehl,NULL,arrondissement de Kehl,ehemaliger Landkreis in Baden-Württemberg,NULL,NULL,https://de.wikipedia.org/wiki/Landkreis_Kehl,NULL,NULL,Baden-Württemberg
Q1803284,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(7.83333 48.3333),,NULL,445,http://www.wikidata.org/entity/Q7039,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Lahr.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-LR.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,6150131,NULL,Landkreis Lahr,Landkreis Lahr,arrondissement de Lahr,ehemaliger Landkreis in Baden-Württemberg,NULL,NULL,https://de.wikipedia.org/wiki/Landkreis_Lahr,NULL,NULL,Baden-Württemberg
Q1803298,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(9.0 48.8333),,NULL,290,http://www.wikidata.org/entity/Q7010,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Leonberg.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-LEO.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Leonberg,Leonberg,arrondissement de Leonberg,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Leonberg,NULL,NULL,Baden-Württemberg
Q1803318,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(8.58333 49.5),,NULL,313,http://www.wikidata.org/entity/Q2119,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Mannheim.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-MA.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Mannheim,Mannheim,arrondissement de Mannheim,ehemaliger Landkreis in Baden-Württemberg,Germany: Landkreis,NULL,https://de.wikipedia.org/wiki/Landkreis_Mannheim,NULL,NULL,Baden-Württemberg
Q1803332,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q8517,Point(9.83333 49.4167),,NULL,474,http://www.wikidata.org/entity/Q61942,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Mergentheim.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-MGH.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4100840-6,NULL,NULL,NULL,Landkreis Mergentheim,Mergentheim,arrondissement de Mergentheim,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Mergentheim,NULL,NULL,Baden-Württemberg
Q1803340,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(9.08333 49.3333),,NULL,454,http://www.wikidata.org/entity/Q23008,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Mosbach.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-MOS.png,NULL,NULL,1939-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4040317-8,NULL,NULL,NULL,Landkreis Mosbach,Landkreis Mosbach,arrondissement de Mosbach,"1939 gemäß Gesetz über die Landkreisselbstverwaltung in Baden gebildeter, ehemaliger Landkreis in Baden-Württemberg, bestünde er noch heute, läge er im Regierungsbezirk Karlsruhe",NULL,NULL,https://de.wikipedia.org/wiki/Landkreis_Mosbach,NULL,NULL,Baden-Württemberg
Q1803382,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(8.66667 48.9167),,NULL,279,http://www.wikidata.org/entity/Q3046,NULL,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-PF.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Pforzheim,NULL,arrondissement de Pforzheim,ehemaliger Landkreis in Baden-Württemberg,NULL,NULL,https://de.wikipedia.org/wiki/Landkreis_Pforzheim,NULL,NULL,Baden-Württemberg
Q1803436,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q8170,Point(9.5 48.08333333),,NULL,743,http://www.wikidata.org/entity/Q83190,NULL,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-SLG.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4051821-8,NULL,NULL,NULL,Landkreis Saulgau,Saulgau,arrondissement de Saulgau,ehemaliger Landkreis in Deutschland,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Saulgau,NULL,NULL,Baden-Württemberg
Q1803462,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(8.91667 49.1667),,NULL,529,http://www.wikidata.org/entity/Q14950,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Sinsheim.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-SNH.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4055124-6,NULL,NULL,NULL,Landkreis Sinsheim,Sinsheim,arrondissement de Sinsheim,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Sinsheim,NULL,NULL,Baden-Württemberg
Q1803515,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(8.91667 48.9167),,NULL,385,http://www.wikidata.org/entity/Q61928,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Vaihingen.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-VAI.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Vaihingen,Vaihingen,arrondissement de Vaihingen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Vaihingen,NULL,NULL,Baden-Württemberg
Q1803594,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(9.5 49.1667),,NULL,398,http://www.wikidata.org/entity/Q294783,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Oehringen.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-OEHR.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Öhringen,Öhringen,arrondissement d'Öhringen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_%C3%96hringen,NULL,NULL,Baden-Württemberg
Q1345395,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(9.41667 48.5833),,NULL,380,http://www.wikidata.org/entity/Q14853,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Nuertingen.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-NT.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4222078-6,NULL,NULL,NULL,Landkreis Nürtingen,Nürtingen,arrondissement de Nürtingen,ehemaliger Landkreis in Baden-Württemberg,former rural district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_N%C3%BCrtingen,https://en.wikipedia.org/wiki/Landkreis_N%C3%BCrtingen,NULL,Baden-Württemberg
Q1397320,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q2137698,Point(9.66667 49.6667),,NULL,777,http://www.wikidata.org/entity/Q61724,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Tauberbischofsheim.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-TBB.png,NULL,NULL,1938-11-28T00:00:00Z,1972-12-31T00:00:00Z,NULL,4106128-7,NULL,NULL,NULL,Landkreis Tauberbischofsheim,Tauberbischofsheim,arrondissement de Tauberbischofsheim,ehemaliger Landkreis in Baden-Württemberg,former rural district of Germany,"division administrative ancienne de Bade-Wurtemberg, en Allemagne",https://de.wikipedia.org/wiki/Landkreis_Tauberbischofsheim,NULL,NULL,Baden-Württemberg
Q1476355,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(9.91667 48.4167),,NULL,840,http://www.wikidata.org/entity/Q3012,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Landkreiswappen%20des%20Landkreises%20Alb-Donau-Kreis.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-UL.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Ulm,Ulm,arrondissement d'Ulm,ehemaliger Landkreis in Baden-Württemberg,former rural district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Ulm,NULL,NULL,Baden-Württemberg
Q1693695,http://www.wikidata.org/entity/Q106658,"http://www.wikidata.org/entity/Q130317400, http://www.wikidata.org/entity/Q261407, http://www.wikidata.org/entity/Q50407967, http://www.wikidata.org/entity/Q742380, http://www.wikidata.org/entity/Q985",Point(7.75 48.0),,NULL,658,http://www.wikidata.org/entity/Q2833,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Freiburg.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-FR.png,NULL,NULL,1864-01-01T00:00:00Z,1972-12-31T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Freiburg,Freiburg,arrondissement de Freiburg,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Freiburg,NULL,NULL,Baden-Württemberg
Q1727013,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(8.41667 48.0833),,NULL,451,http://www.wikidata.org/entity/Q3865,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Landkreis%20Villingen%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-VL.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Villingen,Villingen,arrondissement de Villingen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Villingen,NULL,NULL,Baden-Württemberg
Q1803049,http://www.wikidata.org/entity/Q106658,"http://www.wikidata.org/entity/Q251660 (1945-09-19T00:00:00Z - 1952-04-24T00:00:00Z), http://www.wikidata.org/entity/Q569871 (1938-10-01T00:00:00Z - 1945-09-18T00:00:00Z), http://www.wikidata.org/entity/Q985 (1952-04-25T00:00:00Z - 1972-12-31T00:00:00Z)",Point(10.1667 48.9167),,NULL,1079,http://www.wikidata.org/entity/Q3951,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Landkreis%20Aalen%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-AA.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Aalen,Aalen,arrondissement d'Aalen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Aalen,NULL,NULL,Baden-Württemberg
Q1803103,http://www.wikidata.org/entity/Q106658,"http://www.wikidata.org/entity/Q2137698 (1952-04-25T00:00:00Z - 1973-01-01T00:00:00Z), http://www.wikidata.org/entity/Q251660 (1945-09-19T00:00:00Z - 1952-04-25T00:00:00Z), http://www.wikidata.org/entity/Q3099311 (1933-01-01T00:00:00Z - 1945-01-01T00:00:00Z)",Point(9.41667 49.5),,NULL,820,http://www.wikidata.org/entity/Q179252,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Buchen.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-BCH.png,NULL,NULL,1939-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4088513-6,NULL,NULL,NULL,Landkreis Buchen,Buchen,arrondissement de Buchen,"1939 gemäß Gesetz über die Landkreisselbstverwaltung in Baden gebildeter, ehemaliger Landkreis in Baden-Württemberg, bestünde er noch heute, läge er im Regierungsbezirk Karlsruhe",former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Buchen,NULL,NULL,Baden-Württemberg
Q1803101,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(8.583333333 49.166666666),42427 (2014-01-02T00:00:00Z),NULL,455.96,http://www.wikidata.org/entity/Q7059,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Bruchsal.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-BR.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Bruchsal,Bruchsal,arrondissement de Bruchsal,ehemaliger Landkreis in Baden-Württemberg,"district in Baden-Württemberg, Germany",NULL,https://de.wikipedia.org/wiki/Landkreis_Bruchsal,https://en.wikipedia.org/wiki/Bruchsal_(district),NULL,Baden-Württemberg
Q1803221,http://www.wikidata.org/entity/Q106658,"http://www.wikidata.org/entity/Q1802308 (1864-01-01T00:00:00Z - 1946-12-02T00:00:00Z), http://www.wikidata.org/entity/Q261407 (1946-12-02T00:00:00Z - 1952-04-25T00:00:00Z), http://www.wikidata.org/entity/Q742380 (1952-04-25T00:00:00Z - 1972-12-31T00:00:00Z)",Point(8.16666667 47.91666667),,NULL,718,http://www.wikidata.org/entity/Q505504,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Hochschwarzwald.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-NEU.png,NULL,NULL,1939-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Hochschwarzwald,Hochschwarzwald,arrondissement de Hochschwarzwald,Landkreis in Deutschland,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Hochschwarzwald,NULL,NULL,Baden-Württemberg
Q1803457,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q985,Point(9.83333 48.8333),,NULL,455,http://www.wikidata.org/entity/Q4037,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Landkreis%20Schw%C3%A4bisch%20Gm%C3%BCnd%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-GD.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,4053682-8,NULL,NULL,NULL,Landkreis Schwäbisch Gmünd,Schwäbisch Gmünd,arrondissement de Schwäbisch Gmünd,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Schw%C3%A4bisch_Gm%C3%BCnd,NULL,NULL,Baden-Württemberg
Q1803521,http://www.wikidata.org/entity/Q106658,"http://www.wikidata.org/entity/Q159626 (1938-01-01T00:00:00Z - 1945-09-19T00:00:00Z), http://www.wikidata.org/entity/Q251660 (1945-09-19T00:00:00Z - 1952-04-25T00:00:00Z), http://www.wikidata.org/entity/Q985 (1952-04-25T00:00:00Z)",Point(9.41667 48.8333),,NULL,438,http://www.wikidata.org/entity/Q4140,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Landkreis%20Waiblingen%20COA.png,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-WN.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Waiblingen,Waiblingen,arrondissement de Waiblingen,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Waiblingen,NULL,NULL,Baden-Württemberg
Q1803558,http://www.wikidata.org/entity/Q106658,"http://www.wikidata.org/entity/Q186320, http://www.wikidata.org/entity/Q985 (1952-01-01T00:00:00Z)",Point(8.16667 48.3333),,NULL,641,http://www.wikidata.org/entity/Q506780,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Wolfach.svg,http://commons.wikimedia.org/wiki/Special:FilePath/BW-AlteLandkreise-WOL.png,NULL,NULL,1938-01-01T00:00:00Z,1972-01-01T00:00:00Z,NULL,NULL,NULL,6150232,NULL,Landkreis Wolfach,Wolfach,arrondissement de Wolfach,ehemaliger Landkreis in Baden-Württemberg,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Wolfach,NULL,NULL,Baden-Württemberg
